episode,Multi-Agent_GAT_DT_50_agents_reward,Multi-Agent_GAT_DT_50_agents_path_length,Multi-Agent_GAT_DT_50_agents_jammed_steps,Multi-Agent_GAT_DT_50_agents_latency,GAT_Baseline_4_features_reward,GAT_Baseline_4_features_path_length,GAT_Baseline_4_features_jammed_steps,GAT_Baseline_4_features_latency
22,-23.144630743614396,47,16,11.003416560748008,0.7270627463206819,6,0,1.4467821936563632
23,-5.881923626726985,23,0,5.6603922821524755,-2.3323236783384793,16,0,3.95124099528582
24,-59.39262462284537,127,24,30.213890167846852,1.31,1,0,0.24886261046304908
25,-40.84470305993103,78,25,18.374523904228916,0.12533384099675193,5,1,1.1377470115799981
26,-3.4408151572845043,15,0,3.6731182600158854,-0.13457860819779444,6,0,1.421963865652044
27,-99.94462906083942,215,30,50.95798427617447,0.4939881737574935,4,0,0.9568759800975039
28,-46.28833970324386,97,22,23.219884073582673,-56.2403304147249,141,5,34.004576400907006
29,-1.1807814111188344,10,0,2.3233137369765586,-22.3102364003562,50,2,11.707903363453513
30,-1.2698638225927008,7,0,1.7003108185433096,-0.13481036946561908,7,0,1.4993689068490275
31,-35.05845932690405,69,18,16.85417622339488,-72.13294759564535,190,0,44.92493941170456
32,-65.6096009778413,167,0,39.931269514544645,1.4581386604239348,3,0,0.7029024599889526
33,1.315921355640261,2,0,0.44376606832979393,-32.27393184478749,64,5,14.14420421531595
34,-53.51767046405675,138,0,33.20557586304361,0.51,1,1,0.21663250558558
35,-76.5348493402161,180,0,42.856345055846596,1.31,1,0,0.22808104125010656
36,-12.498242051381474,36,0,8.780759161667198,1.2489932504770807,2,0,0.4729920252794001
37,-5.731210432019006,17,0,4.127620258283891,-58.005910049197574,121,31,31.283634762943407
38,-99.76042625133194,207,41,49.478418958201516,-73.55130781833871,195,0,49.37788676340232
39,-5.248485245833308,16,4,3.855671303269138,-86.41964526976615,234,1,53.4181072840387
40,-18.7686493842401,46,5,10.878756156017745,0.2006855253282499,5,1,1.232869884407553
41,-14.004464561358846,39,0,9.5914137641227,0.8994440291057938,3,1,0.7321399402873114
42,-36.72770670198891,97,0,23.136103212643164,-15.99274758879996,38,0,9.303217402253914
43,-5.18868333944667,12,5,3.030092985412816,1.459555530809455,3,0,0.6796016357990983
44,-47.833281727355384,115,0,28.06618225139024,-119.0252919098953,263,42,61.99973858219329
45,-9.806382303456637,33,0,8.11757013596206,1.7489293311711354,4,0,0.9994176305588968
46,-143.71866662950143,354,0,86.50699514148945,-193.80312354486432,500,0,119.27857416078993
47,-5.414304087297948,12,2,2.7994712010524316,0.23210280066260702,3,0,0.7046516112013945
48,-32.22971618485926,65,15,15.19270678305727,1.23837057716559,2,0,0.4308252402782142
49,-91.81940425058323,172,51,40.73843190944004,-3.68577348450285,17,0,3.8429342179855537
50,-9.666863107477118,29,0,7.08982353979309,-11.168709794807516,33,0,8.264164481200163
51,-117.44394049944239,241,41,57.455641102045846,-63.862792707757336,174,1,42.05941057560281
52,-21.34054095986179,65,0,15.249937474744343,-2.507661005520421,13,0,2.9262100285235007
53,-4.690660059220155,12,6,3.148491841632152,-17.220016950694365,40,0,10.737047786304808
54,-25.5746910817862,71,0,17.30745515727603,-8.597694754219352,21,0,4.253011284060549
55,-2.200939401117226,15,0,3.42204983312084,-177.83353756808066,415,35,91.1835916176888
56,-14.176095903621318,34,4,7.9355009996673065,1.31,1,0,0.2483279243129164
57,-11.511334879640891,31,3,7.177394163211843,-8.775479365621903,25,0,6.17330347383729
58,-2.1414365584632966,11,1,2.6783668074453217,1.2249098310570912,2,0,0.467565953709202
59,-132.97009026970792,323,0,75.72843547307026,-8.398664211249136,26,0,6.253363468962636
60,-29.958146575612194,75,0,18.261166517331482,-66.46959365427774,165,10,36.0899708034524
61,-27.414406689846217,62,9,14.717055481680498,-211.87045515145036,500,43,120.12394031187353
62,-0.7671304103361571,4,0,0.8836346034118063,1.5078857587447416,3,0,0.7550925562570701
63,-70.60357283536618,145,30,34.11304461210381,1.4948889697410017,4,0,0.9775812983300332
64,1.0079353950049168,1,0,0.22739404950657968,-12.817743564069028,44,0,10.813520327163713
65,-16.85008760104102,51,0,12.757791792278429,-15.699609109542903,43,0,10.751174144182187
66,-17.45991036889557,47,0,11.702530769290307,-17.863641268614195,52,0,14.162962768647887
67,-1.1432278402072675,10,0,2.2885986331298587,-6.411868236625228,27,0,6.543450703020577
68,0.9401469148476421,7,0,1.7665888092752926,-8.978948075281792,30,0,6.232371612146418
69,-97.36118065289313,244,0,58.9280997107026,-11.8694440048234,41,0,10.009758202635304
70,-68.17660699060968,134,30,32.47541152584898,-204.6816590039711,500,17,109.98867481509916
71,-10.031017058722183,26,5,6.340118287568728,1.2425612807467528,2,0,0.5141104078385969
72,-56.774133386432695,150,0,36.53314334674006,-47.77068334149568,126,3,28.985040881922018
73,-39.94794130412504,109,0,27.583169063273804,1.1921776870448866,4,1,0.9487252857989938
74,-40.030986138792024,76,22,17.23001371162758,-37.16499203049246,109,0,25.713068352723948
75,-6.0183943029644995,20,0,4.635830872776585,1.4876297335197057,4,0,0.9666616284593997
76,-53.206726286714314,100,31,25.70809266508727,-11.082412999457231,36,0,9.597969743252923
77,-66.19889679032586,171,0,42.27453318459072,1.6660425000971069,5,0,1.258724129262082
78,-7.8367720503238125,23,0,5.6871162162816695,1.7474512188622584,3,0,0.6906712150652794
79,-72.43827885103828,141,34,32.59929244738216,-13.074485883416656,39,0,9.15288071113723
80,-43.92916789194494,120,0,27.949601495492143,-319.7135408703204,500,266,109.5213327623559
81,-36.90553031520945,98,0,23.46587690374617,-5.221297651502335,21,0,5.323056012750923
82,-2.577329420438492,9,3,2.3860386250654857,1.6826384305595123,4,0,0.9895930185793004
83,-28.182394733698647,56,11,13.582670791986837,0.9244188362296114,3,1,0.7256541726113699
84,-1.1934261609269659,7,2,1.5139331401334828,-0.5998344103517483,4,2,0.9311443338467811
85,-19.75573284555851,48,5,11.311600554833216,-1.4958130423487757,7,3,1.7783569788597944
86,1.447624953582224,3,0,0.6990146355108073,0.6918541078939604,5,0,1.2194301458168921
87,-1.2139890318389266,8,0,2.0149887237021975,-173.20927415231634,500,0,131.6368911283617
88,-6.411432414621243,20,0,5.039833317164309,-17.293981891055683,41,0,9.499694739340361
89,-10.612150399824866,20,8,4.783147291957605,1.7588485941103347,3,0,0.7215443505322843
90,-18.442487445854034,52,3,12.061897433077224,-20.528238940149098,51,0,13.096705753995131
91,-6.428980629233596,19,0,4.544209254312564,0.9162919874666381,1,0,0.21608877131738247
92,-2.258841485373712,12,0,2.9005326071357698,1.6959253129233274,3,0,0.6539498259627032
93,-13.777721708021017,35,0,8.382807664703579,-16.660813695858415,24,21,5.1448886856887865
94,-19.33560995574183,44,6,10.13115775648346,1.01,1,0,0.25884474353761266
95,-8.697113538276609,30,0,6.8367156573141,1.5414223223609744,2,0,0.4836318477973517
96,-0.9365231479889616,9,0,2.3999625246050824,-37.12037271006064,66,27,15.334485120863745
97,-15.441648657795005,39,4,9.358739343070681,-56.64896612470848,108,29,23.813034968791197
98,-26.01690720406678,49,17,11.139507268731606,1.26822591752053,2,0,0.49594834878094746
99,-2.8198407108512225,9,1,2.082885529765894,-20.77367861451639,55,0,13.350274923890172
100,1.1794414406189742,2,0,0.4231546844611671,-10.147173162942911,28,0,6.518490621929839
101,-9.586498244468043,31,0,7.265352808837781,-12.419596928909666,35,0,7.718867413481598
102,-31.18007195959404,72,14,17.549615005242558,-191.25576631212826,500,0,116.54521660645496
103,1.01,1,0,0.23655774942423544,1.2615893874342214,2,0,0.5035714680910237
104,-0.004958975738339255,5,1,1.1990505243453393,-22.451287553659498,51,2,12.635515253897124
105,-27.09929719339334,72,0,17.54543896706948,1.263088919073213,2,0,0.5330874989801673
106,-16.87317430526716,46,0,11.19373477816759,-7.279399089989337,16,6,4.114767221712911
107,-37.1587541519322,105,0,24.85595286116133,1.284269599904515,2,0,0.5414651079041968
108,-34.39147431537832,72,13,17.396564520818377,-192.2381761690632,500,0,116.14578992363245
109,-11.105762925541239,33,0,8.163032583436607,0.9564715064204964,6,0,1.53318496433186
110,-23.132778429774174,54,6,12.550130468642461,-8.611457286339366,32,0,8.363868147532635
111,-9.833728780293214,36,0,9.008257385606566,0.8727386611551965,3,1,0.6410321973455719
112,-10.968304970251664,30,0,7.6735434489982,-18.657693278902933,45,0,11.957119212695776
113,-3.3197421211032196,11,4,2.5796957518343713,0.216428413738752,5,1,1.2005794680755155
114,-17.541253443882596,37,12,8.858422101852636,0.9616621242573169,3,1,0.6954598284486766
115,-42.67129177429603,118,0,29.08764906993489,1.3956057643285535,3,0,0.7062021829148533
116,0.4881730771158136,4,0,0.937024687468744,-207.33587542145673,500,17,114.63445799880292
117,1.4622411362083643,4,0,0.9531075267603786,1.112318901054615,4,1,0.9602176923317267
